,Base,Target,Look Back,%,Indicators >90%
10,Agricultura,Salud,2,0.307086614173,"                                        IndicatorName
0   Adolescent fertility rate (births per 1,000 wo...
1   Age dependency ratio (% of working-age populat...
2   Condom use, population ages 15-24, male (% of ...
3       Consumption of iodized salt (% of households)
4   Diarrhea treatment (% of children under 5 rece...
5            Fertility rate, total (births per woman)
6         Health expenditure per capita (current US$)
7              Health expenditure, private (% of GDP)
8   Health expenditure, public (% of government ex...
9   Health expenditure, public (% of total health ...
10               Health expenditure, total (% of GDP)
11  Improved sanitation facilities (% of populatio...
12  Improved water source (% of population with ac...
13  Improved water source, rural (% of rural popul...
14     Incidence of tuberculosis (per 100,000 people)
15      International migrant stock (% of population)
16                 International migrant stock, total
17           Life expectancy at birth, female (years)
18            Life expectancy at birth, total (years)
19                Lifetime risk of maternal death (%)
20  Mortality rate, infant, male (per 1,000 live b...
21                Mortality rate, under-5 (per 1,000)
22  Mortality rate, under-5, male (per 1,000 live ...
23             Newborns protected against tetanus (%)
24                            Number of infant deaths
25                          Number of neonatal deaths
26                        Number of under-five deaths
27             Nurses and midwives (per 1,000 people)
28  Out-of-pocket health expenditure (% of private...
29                                  Population, total
30  Prevalence of overweight, weight for height, m...
31  Prevalence of severe wasting, weight for heigh...
32  Refugee population by country or territory of ..."
11,Agricultura,Salud,3,0.307086614173,"                                        IndicatorName
0   Adolescent fertility rate (births per 1,000 wo...
1   Age dependency ratio (% of working-age populat...
2   Cause of death, by communicable diseases and m...
3       Completeness of birth registration, urban (%)
4   Condom use, population ages 15-24, male (% of ...
5   Depth of the food deficit (kilocalories per pe...
6   Diabetes prevalence (% of population ages 20 t...
7   Diarrhea treatment (% of children under 5 rece...
8   Emigration rate of tertiary educated (% of tot...
9            Fertility rate, total (births per woman)
10        Health expenditure per capita (current US$)
11  Health expenditure per capita, PPP (constant 2...
12             Health expenditure, private (% of GDP)
13  Health expenditure, public (% of total health ...
14               Health expenditure, total (% of GDP)
15  Improved sanitation facilities (% of populatio...
16  Improved water source (% of population with ac...
17  Improved water source, rural (% of rural popul...
18     Incidence of tuberculosis (per 100,000 people)
19      International migrant stock (% of population)
20            Life expectancy at birth, total (years)
21                Lifetime risk of maternal death (%)
22  Maternal mortality ratio (national estimate, p...
23  Mortality rate, adult, female (per 1,000 femal...
24                Mortality rate, under-5 (per 1,000)
25  Mortality rate, under-5, female (per 1,000 liv...
26             Newborns protected against tetanus (%)
27                        Number of under-five deaths
28             Nurses and midwives (per 1,000 people)
29  Out-of-pocket health expenditure (% of private...
30                                  Population, total
31      Prevalence of anemia among pregnant women (%)
32  Prevalence of overweight, weight for height, m...
33  Refugee population by country or territory of ..."
12,Agricultura,Deuda,1,0.200892857143,"                                        IndicatorName
0   Currency composition of PPG debt, Multiple cur...
1   Currency composition of PPG debt, Pound sterli...
2           Currency composition of PPG debt, SDR (%)
3          Current account balance (BoP, current US$)
4         Debt forgiveness or reduction (current US$)
5   Debt service (PPG and IMF only, % of exports o...
6   Disbursements on external debt, private nongua...
7   Disbursements on external debt, public and pub...
8      EBRD, private nonguaranteed (NFL, current US$)
9   External debt stocks, long-term (DOD, current ...
10  External debt stocks, long-term public sector ...
11  External debt stocks, public and publicly guar...
12  External debt stocks, short-term (DOD, current...
13                 IMF repurchases (AMT, current US$)
14     IMF repurchases and charges (TDS, current US$)
15  Imports of goods, services and primary income ...
16      Interest payments on external debt (% of GNI)
17  Interest payments on external debt, private no...
18  Interest payments on external debt, public and...
19   Interest rescheduled (capitalized) (current US$)
20  Net flows on external debt, short-term (NFL, c...
21  Net transfers on external debt, public and pub...
22                      PNG, bonds (NTR, current US$)
23  PNG, commercial banks and other creditors (AMT...
24  PNG, commercial banks and other creditors (DIS...
25  PNG, commercial banks and other creditors (TDS...
26                       PPG, IBRD (DIS, current US$)
27                        PPG, IDA (DIS, current US$)
28                  PPG, bilateral (AMT, current US$)
29     PPG, bilateral concessional (DIS, current US$)
30                      PPG, bonds (AMT, current US$)
31               PPG, multilateral (AMT, current US$)
32         PPG, official creditors (DIS, current US$)
33    PPG, other private creditors (AMT, current US$)
34    PPG, other private creditors (DIS, current US$)
35    PPG, other private creditors (NFL, current US$)
36          PPG, private creditors (AMT, current US$)
37          PPG, private creditors (DIS, current US$)
38          PPG, private creditors (DOD, current US$)
39          PPG, private creditors (NTR, current US$)
40  Portfolio investment, bonds (PPG + PNG) (NFL, ...
41          Present value of external debt (% of GNI)
42             Principal arrears, long-term DOD (US$)
43  Principal repayments on external debt, long-te...
44  Public and publicly guaranteed debt service (%..."
13,Agricultura,Deuda,2,0.209821428571,"                                        IndicatorName
0   Commercial banks and other lending (PPG + PNG)...
1                Commitments, IBRD (COM, current US$)
2   Commitments, official creditors (COM, current ...
3        Concessional debt (% of total external debt)
4          Currency composition of PPG debt, Euro (%)
5   Currency composition of PPG debt, Pound sterli...
6           Currency composition of PPG debt, SDR (%)
7          Current account balance (BoP, current US$)
8         Debt forgiveness or reduction (current US$)
9                  Debt stock reduction (current US$)
10  Disbursements on external debt, private nongua...
11  Disbursements on external debt, public and pub...
12     EBRD, private nonguaranteed (NFL, current US$)
13  External debt stocks, long-term (DOD, current ...
14  External debt stocks, long-term public sector ...
15  External debt stocks, variable rate (DOD, curr...
16  Grants, excluding technical cooperation (BoP, ...
17                 IMF repurchases (AMT, current US$)
18  Imports of goods, services and primary income ...
19      Interest payments on external debt (% of GNI)
20  Interest payments on external debt, private no...
21  Interest payments on external debt, total (INT...
22   Interest rescheduled (capitalized) (current US$)
23       Interest rescheduled, official (current US$)
24  Net transfers on external debt, private nongua...
25                      PNG, bonds (NFL, current US$)
26  PNG, commercial banks and other creditors (NFL...
27                       PPG, IBRD (AMT, current US$)
28                       PPG, IBRD (DIS, current US$)
29                       PPG, IBRD (INT, current US$)
30                  PPG, bilateral (NTR, current US$)
31                      PPG, bonds (DIS, current US$)
32           PPG, commercial banks (AMT, current US$)
33           PPG, commercial banks (NFL, current US$)
34         PPG, official creditors (AMT, current US$)
35    PPG, other private creditors (DIS, current US$)
36    PPG, other private creditors (DOD, current US$)
37    PPG, other private creditors (NTR, current US$)
38          PPG, private creditors (AMT, current US$)
39          PPG, private creditors (DIS, current US$)
40          PPG, private creditors (NTR, current US$)
41  Portfolio investment, bonds (PPG + PNG) (NFL, ...
42          Present value of external debt (% of GNI)
43      Primary income on FDI, payments (current US$)
44  Principal repayments on external debt, long-te...
45  Public and publicly guaranteed debt service (%...
46    Technical cooperation grants (BoP, current US$)"
14,Agricultura,Deuda,3,0.196428571429,"                                        IndicatorName
0        Concessional debt (% of total external debt)
1          Currency composition of PPG debt, Euro (%)
2   Currency composition of PPG debt, Pound sterli...
3          Current account balance (BoP, current US$)
4         Debt forgiveness or reduction (current US$)
5   Disbursements on external debt, private nongua...
6   Disbursements on external debt, public and pub...
7      EBRD, private nonguaranteed (NFL, current US$)
8   Exports of goods, services and primary income ...
9   External debt stocks, long-term (DOD, current ...
10  External debt stocks, long-term public sector ...
11  External debt stocks, public and publicly guar...
12                     IMF charges (INT, current US$)
13                 IMF repurchases (AMT, current US$)
14     IMF repurchases and charges (TDS, current US$)
15  Imports of goods, services and primary income ...
16      Interest payments on external debt (% of GNI)
17   Interest rescheduled (capitalized) (current US$)
18                       PPG, IBRD (AMT, current US$)
19                       PPG, IBRD (DIS, current US$)
20                        PPG, IDA (AMT, current US$)
21                        PPG, IDA (DIS, current US$)
22     PPG, bilateral concessional (DIS, current US$)
23                      PPG, bonds (AMT, current US$)
24                      PPG, bonds (DIS, current US$)
25                      PPG, bonds (NFL, current US$)
26           PPG, commercial banks (AMT, current US$)
27           PPG, commercial banks (NFL, current US$)
28               PPG, multilateral (AMT, current US$)
29               PPG, multilateral (DIS, current US$)
30  PPG, multilateral concessional (NTR, current US$)
31         PPG, official creditors (NTR, current US$)
32    PPG, other private creditors (AMT, current US$)
33    PPG, other private creditors (DIS, current US$)
34    PPG, other private creditors (NFL, current US$)
35          PPG, private creditors (AMT, current US$)
36          PPG, private creditors (NFL, current US$)
37          PPG, private creditors (NTR, current US$)
38  Portfolio investment, bonds (PPG + PNG) (NFL, ...
39          Present value of external debt (% of GNI)
40  Principal repayments on external debt, long-te...
41                Principal rescheduled (current US$)
42  Public and publicly guaranteed debt service (%...
43        Total reserves (includes gold, current US$)"
15,Economia,Agricultura,1,0.25,"                                        IndicatorName
0                  Agricultural land (% of land area)
1                    Agricultural machinery, tractors
2   Agricultural machinery, tractors per 100 sq. k...
3   Agricultural raw materials exports (% of merch...
4   Agriculture value added per worker (constant 2...
5                 Agriculture, value added (% of GDP)
6                        Arable land (% of land area)
7             Food production index (2004-2006 = 100)
8   Improved water source, rural (% of rural popul...
9                                  Land area (sq. km)
10                 Rural population growth (annual %)"
16,Economia,Agricultura,2,0.227272727273,"                                       IndicatorName
0                         Agricultural land (sq. km)
1  Agriculture value added per worker (constant 2...
2                Agriculture, value added (% of GDP)
3                       Arable land (% of land area)
4                    Cereal production (metric tons)
5                       Forest area (% of land area)
6  Improved water source, rural (% of rural popul...
7                                 Land area (sq. km)
8       Livestock production index (2004-2006 = 100)
9                 Rural population growth (annual %)"
17,Economia,Agricultura,3,0.227272727273,"                                       IndicatorName
0  Agriculture value added per worker (constant 2...
1                Agriculture, value added (% of GDP)
2                       Arable land (% of land area)
3                  Arable land (hectares per person)
4                             Arable land (hectares)
5  Fertilizer consumption (% of fertilizer produc...
6                               Forest area (sq. km)
7  Improved water source, rural (% of rural popul...
8                                 Land area (sq. km)
9                 Rural population growth (annual %)"
18,Economia,Economia,1,0.436507936508,"                                         IndicatorName
0           Adjusted net national income (current US$)
1    Adjusted net national income per capita (annua...
2    Adjusted savings: carbon dioxide damage (% of ...
3    Adjusted savings: carbon dioxide damage (curre...
4    Adjusted savings: consumption of fixed capital...
5        Adjusted savings: energy depletion (% of GNI)
6       Adjusted savings: mineral depletion (% of GNI)
7    Adjusted savings: mineral depletion (current US$)
8    Adjusted savings: net forest depletion (% of GNI)
9    Adjusted savings: particulate emission damage ...
10        Agriculture, value added (constant 2005 US$)
11             Agriculture, value added (constant LCU)
12              Agriculture, value added (current US$)
13                Changes in inventories (current US$)
14                  Current account balance (% of GDP)
15   Discrepancy in expenditure estimate of GDP (cu...
16                                  Expense (% of GDP)
17      Exports as a capacity to import (constant LCU)
18    Exports of goods and services (BoP, current US$)
19     Exports of goods and services (annual % growth)
20        Exports of goods and services (constant LCU)
21         Exports of goods and services (current US$)
22   Exports of goods, services and primary income ...
23   External balance on goods and services (curren...
24                     External debt stocks (% of GNI)
25   Final consumption expenditure (constant 2005 US$)
26         Final consumption expenditure (current LCU)
27      Final consumption expenditure, etc. (% of GDP)
28   Final consumption expenditure, etc. (annual % ...
29   Final consumption expenditure, etc. (current LCU)
..                                                 ...
79   Interest payments on external debt (% of expor...
80               Manufacturing, value added (% of GDP)
81        Manufacturing, value added (annual % growth)
82                         Net ODA received (% of GNI)
83           Net ODA received per capita (current US$)
84    Net current transfers from abroad (constant LCU)
85     Net current transfers from abroad (current LCU)
86     Net current transfers from abroad (current US$)
87               Net income from abroad (constant LCU)
88                Net income from abroad (current LCU)
89                Net income from abroad (current US$)
90                Net taxes on products (constant LCU)
91                 Net taxes on products (current LCU)
92                 Net taxes on products (current US$)
93   Net trade in goods and services (BoP, current ...
94   Other manufacturing (% of value added in manuf...
95   PPP conversion factor, GDP (LCU per internatio...
96   Present value of external debt (% of exports o...
97        Present value of external debt (current US$)
98   Price level ratio of PPP conversion factor (GD...
99       Primary income on FDI, payments (current US$)
100         Primary income payments (BoP, current US$)
101      Reserves and related items (BoP, current US$)
102               Revenue, excluding grants (% of GDP)
103       Secondary income receipts (BoP, current US$)
104  Secondary income, other sectors, payments (BoP...
105    Services, etc., value added (constant 2005 US$)
106          Services, etc., value added (current US$)
107  Short-term debt (% of exports of goods, servic...
108  Textiles and clothing (% of value added in man...

[109 rows x 1 columns]"
19,Economia,Economia,2,0.428571428571,"                                         IndicatorName
0           Adjusted net national income (current US$)
1    Adjusted net national income per capita (annua...
2    Adjusted net savings, including particulate em...
3    Adjusted savings: carbon dioxide damage (% of ...
4    Adjusted savings: carbon dioxide damage (curre...
5    Adjusted savings: consumption of fixed capital...
6    Adjusted savings: consumption of fixed capital...
7    Adjusted savings: education expenditure (% of ...
8        Adjusted savings: energy depletion (% of GNI)
9    Adjusted savings: particulate emission damage ...
10          Agriculture, value added (annual % growth)
11        Agriculture, value added (constant 2005 US$)
12             Agriculture, value added (constant LCU)
13              Agriculture, value added (current US$)
14           Central government debt, total (% of GDP)
15                Changes in inventories (current US$)
16   Communications, computer, etc. (% of service i...
17                  Current account balance (% of GDP)
18      Exports as a capacity to import (constant LCU)
19        Exports of goods and services (constant LCU)
20         Exports of goods and services (current US$)
21   External balance on goods and services (curren...
22   External debt stocks (% of exports of goods, s...
23      External debt stocks, total (DOD, current US$)
24   Final consumption expenditure (constant 2005 US$)
25         Final consumption expenditure (current LCU)
26   Final consumption expenditure, etc. (constant ...
27   Final consumption expenditure, etc. (current LCU)
28   Foreign direct investment, net inflows (% of GDP)
29   Foreign direct investment, net inflows (BoP, c...
..                                                 ...
77    Imports of goods and services (BoP, current US$)
78     Imports of goods and services (annual % growth)
79        Imports of goods and services (constant LCU)
80   Imports of goods, services and primary income ...
81                    Industry, value added (% of GDP)
82             Industry, value added (annual % growth)
83   Insurance and financial services (% of service...
84   Insurance and financial services (% of service...
85   Machinery and transport equipment (% of value ...
86               Manufacturing, value added (% of GDP)
87        Manufacturing, value added (annual % growth)
88            Manufacturing, value added (current US$)
89           Net ODA received per capita (current US$)
90                Net income from abroad (current LCU)
91                Net income from abroad (current US$)
92   Net official development assistance received (...
93                Net taxes on products (constant LCU)
94                 Net taxes on products (current LCU)
95                 Net taxes on products (current US$)
96   Net trade in goods and services (BoP, current ...
97   Other manufacturing (% of value added in manuf...
98           Personal remittances, received (% of GDP)
99   Present value of external debt (% of exports o...
100         Primary income payments (BoP, current US$)
101               Revenue, excluding grants (% of GDP)
102       Secondary income receipts (BoP, current US$)
103                 Service exports (BoP, current US$)
104             Services, etc., value added (% of GDP)
105          Services, etc., value added (current US$)
106  Short-term debt (% of exports of goods, servic...

[107 rows x 1 columns]"
